#Number_of_attributes 7
#Number_of_comparisons 20000
#Number_of_users unkown
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 0 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
0 0 1 0 0 0 0,0 0 0 0 0 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 0,0 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 0 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 0,1 0 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
0 0 1 0 1 0 0,0 0 1 0 0 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
0 1 1 1 1 1 0,0 1 1 1 0 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,0 1 1 1 1 1 1
1 1 1 1 1 1 1,0 1 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 0 1
1 1 1 1 1 1 1,0 1 1 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,0 1 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 0 1 1 1 1 0,0 0 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 0 0 0,1 0 1 1 0 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
0 0 1 1 0 0 0,0 0 0 1 0 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 0 1
1 0 1 1 1 1 0,0 0 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 0,1 1 1 1 1 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 0 1 0 0 0 0,0 0 1 0 0 0 0
0 0 1 0 1 0 0,0 0 1 0 0 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 0 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 0 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 0 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,0 1 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 0 0 0,0 1 1 1 0 0 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,0 1 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 0 1 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 0 1 1
1 1 1 1 1 1 1,1 1 0 1 1 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 0 1 1
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
1 1 1 1 1 1 1,1 1 1 1 1 1 0
